Claim Settlement Time,Claim Approval Rate,Claims Handling Process,Service_score
14.13,81.99,2,1
6.83,98.88,2,1
29.4,94.2,2,1
14.57,85.61,2,1
4.17,98.84,2,1
25.52,80.43,1,0
27.25,90.84,2,1
12.49,95.1,0,2
14.23,92.54,0,2
17.49,85.18,0,0
18.55,82.81,2,1
21.69,94.64,1,0
15.8,93.71,2,1
18.81,86.24,1,0
27.97,85.81,0,0
27.25,96.83,0,0
10.79,80.23,1,2
3.07,97.06,2,1
21.45,95.89,2,1
9.76,91.31,0,2
28.32,91.38,1,0
1.34,85.71,2,1
9.04,95.48,0,2
8.38,81.23,2,1
27.15,82.96,2,1
5.72,98.62,1,2
14.52,90.53,2,1
23.3,89.74,2,1
12.48,86.04,0,2
21.37,99.13,1,0
22.05,97.21,2,1
29.7,88.8,1,0
22.92,96.5,1,0
21.78,84.2,2,1
28.58,91.8,2,1
13.2,84.62,0,2
11.27,88.92,1,2
28.48,92.67,2,1
25.1,99.24,1,0
26.58,98.29,2,1
22.64,80.76,0,0
5.23,97.45,1,2
1.88,94.84,1,2
5.97,87.74,0,2
18.51,81.3,0,0
25.81,90.26,1,0
29.16,95.81,0,0
7.7,96.92,0,2
3.49,87.42,1,2
21.68,88.99,1,0
3.74,90.21,2,1
16.66,92.47,2,1
16.75,87.64,1,0
11.83,87.91,1,2
14.89,82.15,2,1
25.15,85.63,1,0
4.45,90.12,0,2
10.62,91.0,0,2
7.94,99.07,0,2
15.19,83.51,0,2
2.06,82.31,0,2
1.78,87.04,1,2
2.13,81.82,1,2
28.54,99.71,1,0
22.76,97.07,0,0
10.71,84.58,2,1
26.09,97.97,1,0
20.11,96.13,2,1
13.66,88.93,0,2
6.67,94.2,2,1
5.94,86.5,1,2
7.64,81.61,0,2
23.1,86.07,1,0
22.34,94.86,2,1
25.78,96.85,0,0
13.71,81.96,1,2
13.29,99.02,2,1
13.82,95.07,1,2
27.63,97.07,1,0
4.5,95.02,0,2
29.48,95.79,1,0
17.32,89.28,2,1
26.35,96.08,2,1
19.87,88.15,2,1
5.63,87.17,1,2
20.63,95.07,1,0
3.2,80.73,2,1
20.58,90.17,1,0
16.07,97.36,0,0
28.11,80.82,1,0
1.46,88.37,1,2
11.08,98.6,1,2
22.83,96.42,2,1
4.84,84.16,2,1
27.48,97.94,0,0
14.7,99.7,1,2
18.8,89.36,2,1
7.11,88.34,0,2
26.42,94.83,1,0
23.94,97.33,1,0
8.93,84.93,0,2
25.62,91.98,1,0
11.5,86.24,2,1
28.59,86.99,2,1
10.26,83.99,0,2
25.32,93.02,1,0
27.33,88.26,2,1
29.08,93.87,2,1
10.6,94.65,0,2
15.98,82.42,2,1
10.9,96.77,1,2
4.7,87.13,2,1
21.51,96.72,2,1
21.32,90.46,0,0
26.52,99.15,0,0
11.58,88.39,0,2
10.39,98.39,0,2
1.95,98.6,2,1
17.18,82.72,2,1
27.23,94.24,0,0
6.03,98.83,0,2
2.28,88.3,1,2
6.72,84.72,0,2
1.64,95.3,1,2
15.09,84.17,0,2
6.16,89.17,2,1
14.25,98.98,0,2
16.07,93.12,0,0
22.02,97.43,0,0
6.99,81.65,2,1
19.92,92.12,1,0
5.49,99.63,2,1
1.69,92.8,1,2
4.86,81.06,2,1
10.19,90.45,2,1
25.9,89.06,2,1
15.58,89.96,2,1
28.69,87.29,0,0
24.85,95.23,0,0
21.48,94.56,1,0
29.17,90.01,1,0
2.08,97.51,0,2
5.59,99.4,2,1
28.53,87.56,0,0
25.69,84.08,2,1
20.83,86.34,2,1
18.79,99.71,2,1
14.08,85.76,1,2
6.85,90.85,2,1
17.85,81.29,2,1
1.89,85.01,1,2
12.8,87.84,1,2
12.13,92.2,2,1
28.37,83.81,0,0
29.47,98.67,0,0
27.69,97.86,2,1
18.86,84.99,0,0
11.6,94.59,1,2
16.75,85.17,0,0
9.2,96.16,0,2
9.52,88.05,0,2
9.62,91.64,1,2
5.69,94.53,0,2
21.55,80.26,0,0
11.13,80.14,1,2
1.91,93.98,0,2
21.5,89.44,1,0
6.36,97.96,2,1
26.44,91.43,0,0
3.8,99.67,2,1
17.47,93.78,0,0
24.33,89.81,2,1
17.31,98.9,0,0
4.01,97.77,0,2
17.64,80.4,0,0
23.05,80.2,1,0
13.68,88.55,2,1
13.48,81.49,0,2
21.62,87.3,1,0
19.31,99.94,0,0
22.28,87.26,2,1
27.55,82.08,2,1
6.6,83.55,2,1
20.2,80.77,1,0
9.62,82.33,2,1
5.84,88.25,0,2
24.68,87.21,0,0
17.02,93.53,1,0
26.77,92.87,0,0
27.21,99.72,1,0
2.4,93.18,1,2
26.01,82.73,2,1
24.88,92.89,1,0
17.29,96.89,2,1
16.93,89.0,2,1
24.25,96.78,1,0
5.78,96.31,2,1
1.01,95.93,0,2
16.47,97.57,1,0
19.84,87.94,0,0
10.15,94.19,0,2
1.45,99.71,1,2
5.49,95.77,1,2
13.57,84.8,1,2
4.29,85.0,1,2
26.52,84.1,2,1
4.59,83.57,1,2
10.78,97.74,0,2
21.5,84.56,1,0
13.79,99.33,1,2
29.06,89.72,1,0
6.6,95.62,0,2
23.5,95.0,0,0
10.47,82.15,1,2
21.24,97.32,0,0
3.58,97.71,0,2
16.31,84.02,1,0
27.07,88.68,2,1
26.63,88.04,1,0
4.53,86.39,1,2
21.65,81.94,1,0
27.53,95.15,2,1
21.07,85.09,2,1
10.68,80.78,1,2
11.98,82.87,2,1
28.7,97.26,1,0
2.47,87.82,1,2
28.33,91.72,2,1
20.33,90.19,2,1
25.49,98.78,1,0
6.5,82.74,0,2
27.31,99.83,1,0
3.84,83.94,1,2
5.64,80.7,1,2
7.57,83.44,2,1
11.05,97.26,2,1
4.06,85.66,1,2
18.44,84.62,0,0
2.8,95.95,2,1
17.48,86.75,2,1
23.6,97.71,1,0
6.49,94.15,0,2
15.0,94.62,0,2
19.04,81.81,1,0
9.92,96.33,1,2
13.88,97.26,0,2
26.56,90.13,0,0
29.05,84.51,0,0
15.18,91.44,1,2
15.45,81.97,1,2
4.89,89.04,1,2
19.13,91.77,2,1
1.02,95.32,1,2
3.67,91.57,0,2
10.62,87.89,2,1
17.9,92.53,1,0
5.67,95.6,2,1
27.76,84.52,2,1
17.64,93.2,2,1
26.62,80.86,2,1
1.22,98.36,1,2
14.39,89.3,2,1
22.5,89.6,1,0
18.6,99.4,1,0
15.81,96.14,2,1
14.81,88.4,2,1
10.14,90.91,2,1
17.44,81.6,0,0
6.95,84.08,0,2
6.78,83.27,1,2
12.26,92.14,2,1
13.34,99.34,0,2
8.04,99.55,0,2
14.41,87.29,1,2
22.44,97.38,0,0
26.77,87.26,0,0
26.92,93.28,1,0
9.37,99.58,2,1
7.94,96.75,0,2
13.48,81.97,2,1
20.65,91.63,0,0
7.58,90.37,2,1
11.57,89.28,1,2
20.56,99.55,2,1
18.35,93.52,2,1
6.29,97.86,2,1
20.86,85.62,1,0
14.44,88.26,0,2
26.35,97.14,2,1
29.47,82.46,1,0
24.8,84.62,2,1
22.68,84.47,2,1
13.12,85.26,1,2
24.88,93.17,1,0
16.08,93.69,1,0
23.5,86.24,0,0
1.77,94.17,1,2
20.74,96.02,2,1
20.48,95.56,0,0
25.61,86.01,1,0
16.82,92.1,1,0
9.77,80.9,0,2
14.69,83.68,0,2
6.56,86.21,0,2
20.08,85.47,1,0
17.02,83.48,2,1
13.99,90.75,1,2
9.01,93.57,2,1
18.7,82.34,0,0
14.04,93.0,2,1
17.16,96.87,2,1
17.49,93.02,0,0
14.04,88.89,1,2
26.75,81.16,2,1
7.32,92.68,1,2
17.19,82.25,0,0
2.28,93.92,1,2
10.37,93.29,2,1
21.55,85.16,1,0
14.17,90.25,1,2
16.18,92.8,0,0
6.31,91.62,1,2
26.5,94.99,1,0
13.92,87.46,2,1
25.24,89.57,0,0
14.58,83.94,2,1
8.04,98.77,0,2
24.41,99.48,0,0
16.75,81.23,0,0
18.7,93.4,2,1
4.12,86.96,0,2
5.32,95.58,0,2
29.61,80.06,1,0
11.93,81.77,0,2
14.67,88.51,2,1
15.37,82.39,0,2
1.76,80.51,1,2
20.06,85.92,1,0
25.59,83.75,2,1
9.01,90.31,1,2
13.96,91.97,0,2
17.53,86.62,2,1
18.8,86.06,2,1
12.41,95.21,1,2
28.5,88.7,2,1
4.47,83.1,0,2
29.69,87.92,2,1
27.76,97.84,2,1
16.04,97.09,0,0
22.6,85.75,1,0
4.05,87.24,1,2
17.72,96.97,1,0
8.63,93.77,2,1
2.86,93.27,1,2
7.11,98.93,1,2
16.36,89.25,2,1
27.76,99.89,1,0
8.66,86.4,1,2
12.7,92.0,1,2
16.71,84.79,2,1
19.69,99.07,0,0
27.49,81.28,2,1
20.42,80.39,1,0
20.64,91.16,1,0
14.42,80.48,0,2
28.42,85.61,0,0
2.46,94.36,1,2
1.55,84.46,2,1
9.97,80.58,2,1
5.22,91.42,1,2
20.88,86.23,1,0
3.0,90.94,0,2
17.82,84.0,0,0
11.26,80.95,0,2
19.88,95.51,1,0
2.23,82.69,0,2
25.59,99.16,0,0
7.44,87.36,0,2
14.11,80.2,1,2
19.19,81.25,0,0
19.74,99.22,0,0
6.87,90.32,1,2
20.25,89.59,1,0
24.11,99.7,1,0
18.61,93.01,1,0
17.16,85.04,1,0
1.27,99.24,1,2
16.34,97.39,0,0
10.66,83.74,2,1
16.27,82.63,2,1
14.73,95.44,1,2
28.53,84.65,2,1
25.69,82.25,0,0
16.19,93.47,0,0
28.33,82.01,2,1
5.47,84.63,1,2
4.52,94.45,0,2
15.26,88.24,0,2
12.48,90.22,1,2
12.22,83.32,2,1
26.71,93.77,2,1
3.31,85.55,0,2
29.98,89.03,1,0
24.23,83.05,1,0
7.22,88.97,2,1
2.76,92.56,2,1
18.9,93.74,0,0
21.38,80.28,1,0
6.12,92.43,0,2
2.05,94.06,0,2
12.06,84.26,0,2
6.8,80.3,2,1
3.58,86.35,2,1
20.49,94.07,2,1
9.64,87.01,0,2
25.66,99.4,1,0
15.74,94.22,2,1
29.09,90.96,2,1
6.2,85.76,1,2
28.18,81.69,0,0
11.06,94.26,1,2
26.68,82.41,0,0
24.67,97.93,2,1
1.47,88.52,2,1
11.55,95.98,1,2
3.29,83.96,0,2
21.06,84.05,1,0
15.21,90.8,2,1
7.43,87.18,0,2
23.04,97.68,2,1
8.89,85.92,1,2
25.08,94.03,0,0
1.19,95.34,1,2
12.46,88.96,0,2
7.39,92.77,2,1
4.53,82.43,2,1
3.27,84.16,2,1
11.07,96.7,1,2
21.9,93.11,2,1
14.79,92.31,2,1
6.13,88.03,0,2
15.02,85.86,2,1
27.31,83.97,0,0
23.48,94.43,1,0
8.37,96.73,0,2
9.91,81.19,2,1
15.81,80.47,2,1
26.36,91.18,0,0
27.57,85.22,0,0
13.56,88.63,0,2
27.21,86.2,1,0
28.0,83.86,1,0
28.9,94.08,2,1
12.3,81.72,1,2
17.94,82.06,1,0
2.61,95.31,2,1
25.97,93.66,2,1
17.36,86.57,2,1
27.85,92.44,2,1
27.3,91.83,1,0
24.36,99.62,2,1
26.76,91.46,2,1
4.02,81.78,2,1
18.32,88.29,1,0
4.27,91.53,1,2
21.77,82.77,0,0
6.05,92.71,1,2
6.8,99.52,0,2
15.53,95.44,1,0
11.36,95.44,2,1
4.65,90.96,1,2
25.83,94.81,0,0
19.7,90.47,0,0
29.54,95.57,1,0
2.46,95.08,1,2
6.12,85.69,0,2
28.35,93.39,0,0
18.96,83.97,0,0
5.73,93.41,1,2
13.4,89.48,2,1
20.73,90.65,2,1
19.49,90.53,2,1
21.17,81.13,0,0
10.99,85.17,0,2
18.57,86.96,2,1
28.42,95.3,0,0
28.14,99.14,1,0
10.79,82.18,0,2
23.31,89.99,2,1
16.66,80.85,2,1
22.7,99.88,1,0
6.51,81.78,1,2
10.61,85.14,1,2
15.88,91.91,0,0
9.22,82.23,0,2
2.57,90.67,1,2
15.62,90.85,0,0
8.3,96.68,1,2
27.63,96.63,1,0
22.9,99.55,0,0
27.99,87.1,2,1
8.77,94.26,2,1
29.21,98.99,2,1
7.21,85.48,1,2
2.21,94.51,1,2
13.52,89.75,1,2
11.82,96.65,0,2
26.26,95.79,1,0
16.35,95.12,1,0
2.13,83.38,2,1
5.28,82.94,0,2
14.5,84.59,2,1
28.44,89.45,1,0
3.38,95.44,1,2
29.43,93.94,1,0
29.64,99.35,0,0
9.15,89.87,0,2
22.78,89.87,2,1
10.05,86.88,2,1
2.67,88.91,2,1
1.23,92.06,2,1
13.33,94.13,2,1
22.52,80.89,0,0
23.32,81.29,2,1
22.94,99.45,2,1
15.14,80.42,0,2
24.99,87.05,0,0
4.15,97.41,2,1
1.82,97.85,0,2
4.42,89.82,2,1
13.11,86.48,1,2
11.16,87.66,1,2
28.37,88.69,0,0
25.1,99.58,1,0
12.48,92.88,0,2
17.97,84.87,0,0
9.26,98.06,2,1
11.84,83.09,1,2
22.8,82.99,1,0
14.79,81.4,2,1
16.89,97.82,0,0
27.84,93.02,0,0
12.79,94.33,0,2
12.81,90.0,2,1
14.29,88.63,2,1
5.27,80.22,2,1
18.6,84.2,2,1
25.01,97.19,0,0
21.0,89.12,0,0
17.93,91.93,0,0
14.0,99.21,0,2
7.43,98.12,1,2
16.77,98.13,0,0
22.01,95.19,0,0
21.86,86.66,1,0
21.85,89.11,2,1
5.63,95.53,2,1
28.35,81.92,0,0
16.76,89.8,1,0
9.85,89.66,2,1
16.77,85.73,1,0
12.62,88.98,2,1
16.8,93.59,0,0
10.88,94.26,0,2
8.21,83.37,2,1
29.46,89.26,2,1
3.37,98.54,2,1
10.98,89.14,1,2
29.03,85.26,1,0
10.85,97.39,0,2
13.01,81.59,2,1
3.49,89.0,2,1
17.47,91.74,1,0
12.97,90.81,0,2
13.58,91.06,2,1
7.95,90.6,0,2
9.66,80.04,2,1
6.59,92.7,0,2
9.84,80.22,1,2
22.3,97.92,1,0
29.82,99.36,2,1
9.85,96.21,2,1
23.11,88.44,2,1
22.19,87.62,0,0
1.79,84.56,1,2
17.17,93.84,2,1
27.38,85.7,2,1
19.57,95.99,2,1
12.64,89.41,2,1
15.95,98.57,1,0
17.81,92.34,0,0
12.1,80.7,1,2
23.81,89.44,1,0
7.47,81.13,2,1
5.46,97.88,0,2
8.24,90.55,0,2
15.67,87.11,1,0
4.19,88.91,2,1
22.65,84.42,2,1
27.38,89.99,0,0
23.42,90.52,2,1
28.5,99.92,2,1
4.12,82.49,0,2
6.47,89.82,2,1
29.66,96.13,2,1
19.67,95.06,0,0
23.53,93.96,2,1
19.71,94.25,1,0
5.11,97.84,0,2
13.73,95.98,1,2
20.16,95.01,2,1
1.93,86.41,2,1
14.55,84.78,2,1
6.08,82.68,2,1
12.17,92.49,1,2
24.39,80.89,2,1
16.47,96.28,2,1
1.02,96.73,1,2
29.54,99.86,2,1
14.67,80.07,1,2
5.87,90.82,2,1
29.43,95.53,0,0
25.95,80.61,1,0
11.32,93.49,0,2
5.2,93.45,0,2
26.19,91.3,1,0
6.88,99.78,2,1
7.36,84.16,1,2
2.97,92.52,2,1
24.59,91.45,2,1
5.01,81.11,0,2
15.17,92.59,1,2
7.49,88.05,2,1
19.47,89.23,2,1
27.05,93.68,2,1
1.64,83.61,1,2
8.05,98.54,0,2
9.57,89.45,0,2
18.43,89.81,2,1
4.67,96.8,1,2
23.04,89.39,2,1
14.78,81.97,2,1
12.85,96.15,0,2
20.29,89.58,0,0
12.73,94.96,0,2
11.54,94.07,1,2
15.9,89.77,1,0
17.82,92.37,2,1
5.21,87.74,0,2
15.13,81.6,0,2
2.99,80.46,1,2
19.87,94.86,2,1
3.3,97.47,0,2
14.56,91.86,2,1
4.57,98.39,2,1
7.19,83.45,2,1
18.87,96.98,1,0
2.88,88.86,2,1
28.16,86.65,0,0
24.29,99.36,0,0
23.35,95.91,1,0
23.43,82.5,1,0
9.3,92.15,2,1
29.81,99.74,0,0
10.28,81.62,2,1
23.28,91.3,2,1
20.06,85.51,1,0
24.04,86.0,1,0
27.64,92.38,1,0
6.53,81.58,0,2
3.63,82.16,0,2
4.05,98.31,1,2
22.28,84.88,0,0
3.59,93.66,0,2
10.03,93.75,0,2
5.18,82.04,2,1
23.75,98.58,0,0
3.81,91.2,1,2
22.25,87.87,1,0
21.35,83.2,0,0
5.19,85.04,1,2
10.24,81.02,0,2
10.88,92.93,2,1
10.05,82.58,0,2
16.54,95.79,2,1
12.64,99.05,0,2
6.76,80.18,1,2
24.1,99.56,2,1
18.06,96.69,0,0
23.57,98.71,1,0
13.42,97.0,1,2
20.02,83.81,2,1
21.93,84.49,0,0
23.16,88.08,1,0
10.45,89.81,1,2
15.64,96.2,0,0
8.17,90.01,2,1
14.53,94.24,0,2
26.18,94.84,0,0
9.54,97.35,1,2
5.28,88.52,0,2
4.07,94.97,1,2
9.09,84.13,1,2
21.13,88.22,1,0
4.32,80.42,2,1
28.8,86.15,0,0
25.06,85.9,1,0
14.76,85.27,1,2
20.8,85.35,0,0
27.05,83.03,1,0
4.72,93.96,1,2
29.5,90.16,0,0
9.04,86.62,2,1
8.57,83.02,1,2
24.02,81.2,2,1
9.66,99.38,2,1
8.46,99.62,2,1
27.69,82.27,1,0
17.65,84.64,2,1
28.34,86.06,2,1
3.62,81.98,2,1
23.65,84.53,1,0
24.52,83.82,1,0
12.57,98.34,2,1
23.37,85.15,0,0
9.53,90.22,2,1
7.8,83.66,2,1
9.87,83.41,1,2
28.03,89.83,1,0
16.74,80.21,2,1
13.13,83.53,0,2
8.16,80.66,0,2
24.56,81.34,0,0
9.8,99.43,1,2
19.25,89.55,1,0
14.65,95.21,0,2
19.32,84.09,0,0
9.01,96.02,2,1
14.27,91.17,1,2
28.57,82.68,1,0
17.99,88.63,1,0
14.28,89.09,1,2
10.31,96.85,2,1
25.42,95.0,0,0
23.91,97.03,2,1
24.03,83.62,1,0
19.26,98.22,0,0
24.62,82.15,2,1
3.75,85.95,2,1
17.39,87.55,0,0
2.47,86.9,0,2
8.96,90.65,1,2
3.67,89.15,0,2
22.54,94.82,2,1
6.25,82.84,2,1
8.02,82.3,1,2
14.39,99.32,0,2
7.56,84.0,2,1
23.36,80.71,1,0
5.61,95.24,1,2
22.34,82.77,2,1
6.51,80.8,2,1
13.11,94.67,1,2
4.07,96.45,2,1
8.17,89.29,1,2
6.67,82.28,2,1
18.39,90.44,0,0
9.3,95.76,0,2
24.01,96.45,1,0
19.55,99.16,1,0
9.27,92.34,2,1
12.48,84.71,2,1
19.46,88.75,0,0
17.11,95.77,1,0
15.82,99.68,2,1
7.3,94.26,0,2
10.24,88.09,0,2
9.66,88.82,2,1
1.63,99.74,1,2
4.64,93.2,0,2
15.46,96.64,1,0
23.54,98.58,2,1
10.25,99.22,1,2
1.53,83.01,2,1
17.35,97.83,1,0
10.85,84.63,2,1
2.38,98.55,0,2
5.52,86.96,0,2
5.77,81.31,2,1
6.6,96.75,1,2
26.52,81.91,2,1
6.38,97.88,1,2
1.4,91.47,0,2
4.73,87.35,1,2
6.25,86.45,2,1
25.37,86.52,2,1
2.58,91.49,1,2
24.95,99.68,2,1
7.36,97.95,2,1
11.73,92.22,1,2
29.55,90.89,2,1
29.78,94.75,2,1
10.45,91.66,2,1
22.33,94.56,2,1
22.07,82.5,1,0
9.46,82.13,1,2
22.54,99.86,1,0
27.79,94.55,0,0
11.55,98.6,1,2
23.84,87.32,1,0
18.75,81.77,0,0
2.24,99.82,2,1
11.92,88.6,1,2
5.23,91.94,0,2
12.07,80.74,2,1
4.66,80.63,1,2
18.92,84.1,2,1
28.96,88.56,0,0
15.11,85.25,2,1
19.78,89.37,1,0
25.51,92.13,0,0
29.75,84.15,0,0
29.34,96.35,2,1
6.72,91.83,1,2
21.17,90.16,2,1
11.75,85.74,2,1
23.35,95.07,1,0
12.64,98.88,0,2
26.0,84.75,1,0
27.16,88.26,2,1
20.47,80.58,2,1
7.21,82.45,2,1
18.27,80.85,1,0
28.69,86.52,1,0
19.86,86.7,0,0
2.17,89.77,0,2
19.21,99.66,2,1
18.62,91.54,0,0
13.56,80.2,0,2
20.26,95.1,2,1
23.3,93.21,0,0
25.53,97.78,1,0
17.08,97.56,2,1
1.6,97.71,0,2
29.38,87.58,2,1
4.27,86.52,0,2
14.34,98.49,2,1
9.13,96.75,2,1
4.64,81.88,1,2
12.39,88.12,2,1
2.34,90.92,2,1
1.9,83.71,1,2
8.84,86.18,1,2
18.55,93.99,1,0
1.43,83.65,0,2
9.77,99.3,1,2
22.04,84.55,1,0
11.09,84.11,0,2
16.9,87.39,0,0
6.44,94.6,0,2
15.21,97.0,0,2
28.05,81.37,2,1
26.15,90.08,0,0
3.3,95.29,2,1
24.84,83.78,2,1
1.95,90.49,1,2
23.02,97.78,1,0
2.49,88.02,1,2
2.67,97.8,0,2
10.37,90.26,0,2
24.54,80.63,1,0
27.2,81.02,0,0
4.7,83.7,1,2
16.7,83.06,0,0
3.82,98.32,2,1
7.39,94.75,2,1
11.65,83.6,1,2
11.73,91.4,1,2
26.95,81.1,0,0
20.37,90.79,1,0
13.55,96.79,1,2
1.54,88.9,0,2
21.61,98.03,1,0
6.09,87.83,2,1
28.05,98.65,1,0
8.8,80.8,1,2
6.16,94.81,2,1
28.67,86.94,2,1
13.29,98.15,1,2
13.67,94.94,0,2
5.5,90.86,0,2
28.36,83.58,1,0
26.67,97.06,2,1
7.31,85.32,0,2
7.91,96.44,0,2
23.62,89.21,1,0
13.64,86.44,2,1
3.68,99.3,2,1
9.36,80.96,0,2
25.27,99.67,0,0
28.56,80.28,1,0
18.45,93.24,0,0
22.0,97.64,2,1
20.21,95.45,0,0
25.07,94.41,0,0
20.79,89.38,0,0
4.59,93.27,0,2
7.65,92.41,2,1
11.85,97.25,1,2
4.18,84.97,0,2
5.3,93.92,2,1
23.63,98.61,0,0
3.53,83.26,1,2
9.69,83.95,1,2
26.52,91.98,2,1
12.25,96.89,1,2
4.29,87.77,0,2
29.74,85.76,1,0
19.46,97.28,1,0
1.23,95.03,2,1
3.92,87.39,0,2
26.84,95.12,0,0
3.52,82.64,1,2
21.29,90.9,2,1
15.07,99.58,2,1
15.48,96.56,1,0
16.77,87.61,0,0
1.69,99.66,0,2
27.59,99.91,2,1
10.0,93.35,2,1
5.55,90.05,0,2
22.67,83.52,0,0
3.6,99.5,1,2
28.67,81.25,0,0
23.84,80.89,2,1
1.16,94.65,2,1
22.13,95.79,0,0
2.01,86.52,0,2
16.79,84.17,0,0
27.46,83.89,2,1
20.48,80.67,2,1
7.55,95.72,2,1
7.04,90.45,2,1
22.87,85.94,1,0
13.51,95.3,0,2
17.16,80.27,0,0
5.23,91.56,1,2
15.48,91.51,0,2
2.2,83.52,0,2
26.09,99.73,1,0
13.11,90.42,2,1
3.74,83.98,1,2
5.24,84.78,1,2
21.48,99.06,1,0
13.06,93.9,1,2
14.55,91.26,0,2
11.44,85.46,2,1
20.32,81.66,2,1
19.04,95.73,2,1
25.56,88.95,1,0
15.17,91.57,2,1
6.19,85.21,1,2
27.22,93.95,0,0
13.14,98.22,2,1
2.89,92.43,2,1
12.55,80.42,2,1
8.19,83.85,1,2
8.6,87.61,0,2
29.63,80.12,0,0
8.43,98.91,2,1
12.1,82.95,0,2
6.41,83.49,2,1
13.45,80.81,0,2
2.0,84.27,1,2
5.13,95.41,1,2
16.28,86.47,0,0
24.12,99.28,2,1
18.35,97.04,2,1
24.83,99.44,1,0
19.8,97.32,0,0
14.49,82.75,2,1
5.15,95.56,2,1
4.76,99.17,1,2
24.9,81.27,1,0
14.43,94.15,0,2
2.53,96.86,2,1
29.63,99.38,1,0
25.32,87.32,2,1
8.42,81.64,0,2
7.6,81.07,0,2
20.13,85.58,2,1
14.74,95.26,0,2
23.91,80.35,0,0
21.14,86.72,1,0
26.6,95.22,0,0
9.45,98.04,1,2
29.27,80.95,2,1
24.28,95.56,2,1
21.4,95.53,0,0
17.71,81.54,0,0
23.05,99.4,1,0
11.14,84.57,2,1
2.06,88.59,1,2
5.71,85.9,2,1
25.49,93.68,0,0
13.66,82.88,0,2
21.44,87.24,0,0
20.05,98.6,0,0
25.61,97.11,2,1
4.62,85.51,1,2
5.28,95.63,0,2
22.0,85.58,0,0
23.42,87.24,2,1
25.41,99.41,2,1
9.01,82.15,1,2
9.62,89.28,1,2
29.24,94.08,2,1
21.96,87.4,2,1
4.11,88.55,0,2
15.34,83.77,2,1
21.78,88.21,0,0
5.13,97.09,2,1
23.75,86.3,0,0
3.53,87.51,2,1
22.53,98.26,2,1
10.95,86.4,0,2
2.08,84.07,1,2
20.45,83.43,2,1
11.1,94.9,1,2
15.71,85.86,1,0
19.01,90.46,2,1
8.11,97.89,0,2
21.65,97.12,0,0
9.47,86.92,2,1
16.24,82.08,0,0
25.45,91.17,0,0
1.05,85.35,1,2
15.15,87.89,0,2
14.32,83.32,1,2
13.99,81.34,1,2
17.39,89.32,0,0
4.84,81.7,0,2
22.51,94.26,0,0
17.21,92.98,2,1
12.15,80.47,2,1
25.83,86.23,2,1
10.17,91.65,0,2
28.11,95.34,2,1
18.12,88.6,0,0
4.75,89.7,1,2
2.93,81.56,2,1
29.1,90.59,1,0
14.56,99.24,0,2
20.81,95.53,0,0
27.82,95.95,1,0
11.1,90.68,1,2
17.95,90.35,1,0
24.84,80.23,1,0
13.81,87.94,1,2
11.46,82.53,1,2
28.05,91.45,2,1
10.68,85.87,1,2
19.2,92.53,1,0
21.47,86.56,2,1
24.93,88.35,1,0
1.92,99.68,2,1
25.62,98.33,1,0
14.77,83.29,1,2
2.14,96.88,0,2
15.71,92.88,1,0
5.88,86.08,1,2
23.26,91.04,0,0
1.3,84.02,1,2
15.69,91.65,2,1
9.02,99.01,0,2
3.84,94.76,1,2
28.87,84.8,2,1
11.35,87.41,0,2
25.05,82.53,2,1
14.36,97.32,2,1
22.88,87.02,2,1
19.4,95.76,1,0
3.5,97.1,2,1
5.97,95.36,2,1
9.04,82.62,0,2
18.32,93.37,0,0
12.11,94.93,1,2
28.9,98.56,0,0
27.98,89.49,0,0
23.24,97.69,2,1
24.61,83.03,1,0
14.6,96.41,1,2
6.66,94.72,1,2
18.34,95.54,1,0
13.71,96.54,1,2
8.05,99.08,1,2
2.07,95.05,0,2
5.72,80.72,1,2
2.14,82.68,1,2
15.0,94.31,2,1
26.62,91.71,1,0
25.98,98.74,0,0
19.44,87.56,0,0
17.56,95.99,1,0
1.0,83.35,0,2
8.35,91.51,2,1
22.91,90.74,2,1
16.36,96.82,2,1
28.5,87.38,0,0
4.19,80.82,2,1
5.31,82.69,1,2
3.51,88.78,2,1
23.08,92.76,2,1
6.03,82.95,1,2
7.64,82.56,0,2
16.83,97.28,2,1
13.85,89.79,0,2
13.52,97.07,0,2
2.35,95.01,2,1
19.48,80.62,0,0
6.88,90.96,2,1
21.1,80.95,0,0
2.99,96.03,0,2
24.2,97.44,2,1
1.99,82.88,0,2
19.79,86.21,0,0
13.0,88.34,2,1
4.97,88.8,2,1
4.59,86.72,2,1
3.61,80.5,0,2
13.71,96.15,1,2
15.71,99.42,0,0
19.4,83.44,1,0
29.87,88.92,0,0
3.23,96.34,1,2
19.53,91.81,0,0
7.69,92.41,0,2
27.09,86.83,0,0
4.91,98.81,0,2
11.48,83.97,2,1
10.0,88.83,1,2
2.85,95.58,0,2
15.67,92.56,1,0
7.49,82.7,1,2
8.19,83.21,0,2
6.97,84.44,0,2
25.61,98.87,2,1
10.18,99.4,0,2
23.94,96.62,1,0
7.61,83.67,2,1
9.79,86.15,0,2
22.98,98.68,1,0
5.55,82.32,1,2
28.76,94.21,0,0
27.65,90.17,1,0
15.69,89.37,1,0
26.27,86.1,1,0
19.32,99.6,2,1
20.32,95.41,2,1
29.6,83.6,0,0
13.41,83.31,1,2
13.51,99.37,1,2
11.73,89.09,2,1
